Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53699.49488124943 0.36760232739289483
Redshift 0.136842 0 F
Color 0.07272732694815862 0.033792599086574705
X0 0.00013895471809884574 4.710375632305076e-06
X1 -2.4272461102900817 1.1392348518662148
RestFrameMag_0_UX 20.093045075589743 0.0
RestFrameMag_0_B 20.28643984766635 0.03680497813946895
RestFrameMag_0_V 20.21150371424339 0.0
RestFrameMag_0_R 20.139570193927142 0.0
CovDayMaxDayMax 0.13513147110467305 -1
CovDayMaxRestFrameMag_0_B 0.004670624993167768 -1
CovDayMaxX1 0.18586583864197403 -1
CovDayMaxColor 0.005022007885961259 -1
CovRestFrameMag_0_BDayMax 0.004670624993167753 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0013546064158467873 -1
CovRestFrameMag_0_BX1 0.028360481617485268 -1
CovRestFrameMag_0_BColor 0.0009894102188200246 -1
CovX1DayMax 0.18586583864197373 -1
CovX1RestFrameMag_0_B 0.02836048161748527 -1
CovX1X1 1.297856047706636 -1
CovX1Color 0.024984119011870753 -1
CovColorDayMax 0.005022007885961241 -1
CovColorRestFrameMag_0_B 0.0009894102188200248 -1
CovColorX1 0.02498411901187076 -1
CovColorColor 0.0011419397530259695 -1

dmu_estimate 0.13098239020104066
FirstPhase  -5.4943301262890625
LastPhase  4.168986324017855
LatestNegPhase  -0.19568792271365515
EarliestPosPhase  4.1660694718940885
NightsNegPhase  3
NightsPosPhase  1

salt3source   1
salt2_version   salt3-f22
