#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4746.440471467319    All      -0.16654354502754354       0.45839097835518317        1.5524291436663493         0.2728395166335559         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3550.790241012916    All      -0.2570569633348575        0.10388819223283718        -0.06890496300194411       0.11449679988157276        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5307.694442240725    All      0.46702510735484803        0.18224165363474043        0.5888775160684839         -0.06648444104844473       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7512.035713085025    All      0.21978553016625754        -0.024782024136982272      0.07461653248093351        -0.07633390532682473       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7539.79986828947     All      0.14854287233006197        -0.01486676176174484       0.09851917752910912        -0.0488314354300713        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5362.302712611105    All      0.08647509616831936        -0.006660578399753092      -1.6400968505971998        -0.10352734302927977       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4383.131524755545    All      -0.33018845401406643       0.043527675951526845       -1.7775272635776176        0.04240876053923767        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4344.94050119987     All      -0.2561485212295754        0.29256071166150477        0.958258507488738          0.221495325217276          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6144.044926465553    All      0.7023071369320859         -0.017981350926987716      0.2629006803408038         -0.22288960737862654       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6153.396187080289    All      0.3817951951476375         -0.018561077449685826      -0.03348568261688907       -0.1319035215361033        
Check         All|All|All                                All                  All      0.9959934544931673         0.9977574191606386         0.015586797780767256       0.0012701485222919862      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4746.440471467319    All      2.1642474933760797e-05     -7.961673926473563e-05     -0.0003332676326908569     -4.7855661197766726e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3550.790241012916    All      -0.00025885295204796136    9.545211087243122e-05      -0.0002332795434123044     0.00010499862067521397     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5307.694442240725    All      0.00011017844837633498     3.9715714600016085e-05     0.00019918157516365552     -1.40634716543642e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7512.035713085025    All      -6.074842167383605e-05     7.349265703169924e-06      -1.3397708569726311e-05    2.1583778926043477e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7539.79986828947     All      -4.270254806986532e-05     4.795807740478097e-06      -1.8685143678429253e-05    1.4637944992312252e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5362.302712611105    All      7.778413263431606e-06      -1.6117481531794878e-05    -0.0005936038858615161     -3.427349418835642e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4383.131524755545    All      -0.00014115064150430285    -3.5653542571835434e-05    -0.0013616816596522586     -2.640172261885734e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4344.94050119987     All      -1.8033201657002947e-05    2.1975500502783643e-05     6.302169613958992e-05      1.584451939117603e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6144.044926465553    All      -0.00015776108483747962    -6.388442333850688e-07     -0.0001437375286615258     4.476553719135684e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6153.396187080289    All      -6.0614410774935327e-05    4.520038821804634e-06      3.47205624403627e-05       2.2765852329338648e-05     
MWEBV         All|All|All                                All                  All      -1.037988365920714         -3.975245332787125         0.009485090073870899       -0.9563379509857625        
Redshift      All|All|All                                All                  All      3.1848186194930372         0.7853652031262648         0.02113567972274416        -0.7806377290699532        
