#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6047.410103283054     All      0.6042594848689252         -0.015024031995025666      -0.21438015334100946       -0.2112878168963092        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6090.099613865648     All      0.49920141658730605        -0.003852535018289416      0.16208931488068679        -0.15662792034753792       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7393.884844795039     All      0.2229414007261743         -0.024945782273366746      0.057304417383141626       -0.07818777779089597       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3494.9426697133654    All      -0.1778740136755237        0.07100489348843553        -0.04546503171618532       0.07903915238398757        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4276.602368569472     All      -0.3558351389996501        0.21321226559969375        -0.18374781661376627       0.17715763964926967        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5224.824663667887     All      0.24902222705114863        0.15780260164204307        -0.20579645842533356       -0.03889698378285872       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7419.707507220256     All      0.21084330095558357        -0.021329735359110202      0.12293756516530419        -0.07014025729219775       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4273.5735363879685    All      -0.2387126292533523        0.16311463525235936        0.07353235363272148        0.13416977099459104        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5285.103049485746     All      0.26703002187748437        0.12142260254339732        0.20455734372255563        -0.03830067206648108       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4671.787463360109     All      -0.28639486333339004       0.33557046750862796        0.029108481424833244       0.203893548142417          
Check         All|All|All                                All                   All      0.994481206804706          0.996975381388765          0.00014001611294833793     0.0008186829939846318      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6047.410103283054     All      -0.00011017487015453772    -4.2969802593997786e-06    -0.00022212176959134604    2.457563760948649e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6090.099613865648     All      -0.00010976973154017797    -4.613644410440322e-08     -6.227717967626567e-05     3.2961440221636866e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7393.884844795039     All      -5.118320815217906e-05     -4.559542637867094e-06     -0.00018099757584734598    7.109771212777057e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3494.9426697133654    All      -0.0002148905876557303     5.3476717736477694e-05     -0.00012153862987572414    8.199234954372438e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4276.602368569472     All      -0.00016900153446054446    3.698160261768892e-05      -0.00045980864294797424    4.6576336480247856e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5224.824663667887     All      -2.975813733458665e-05     3.7226994314177254e-06     -0.0007565436320072411     -2.2855257595761457e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7419.707507220256     All      -9.194248029949227e-05     7.61089343048718e-06       -9.732970787352532e-05     2.8084431189350647e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4273.5735363879685    All      -6.844895500471307e-05     3.564833270050461e-05      -6.374725322398063e-05     3.1063164173789035e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5285.103049485746     All      4.5205579679160804e-05     9.552798802568402e-06      -0.00012840274482232725    -1.7343308442101382e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4671.787463360109     All      -7.852883995685315e-05     -8.284542527966253e-05     -0.0006559865471228783     -3.0679720611936064e-05    
MWEBV         All|All|All                                All                   All      -0.9837965324335758        -3.90344456688414          0.0009719429336252361      -0.9509820450386508        
Redshift      All|All|All                                All                   All      6.628791333932588          0.9806025927941775         8.539445620902796          -1.4587246550732014        
