#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4748.946913166601     All      -0.2247857223836751        0.5719866986002131         -0.10020118694423119      0.2550634717825826        
Zeropoint     AB|DECam|DECam_z          6760.86172010722      All      0.9487132387978284         0.025342225003655017       0.5872863249858099        -0.2745644258212109       
Zeropoint     AB|DECam|DECam_i          5769.3773446355235    All      0.7876946207210929         0.08984996090504183        -0.5624836365001065       -0.2524120254125621       
Zeropoint     AB|DECam|DECam_g          3573.1237538306154    All      -0.5188104979500952        0.3131117073088774         0.08025203490803907       0.27456571141412833       
Check         All|All|All               All                   All      0.9928116391851507         1.0002905918177873         0.004853536449511323      0.002652731962937971      
Lambda        AB|DECam|DECam_r          4748.946913166601     All      -0.00011943763594101723    -4.21109933792455e-06      -0.0007944171484042894    2.0818851047899083e-06    
Lambda        AB|DECam|DECam_z          6760.86172010722      All      -0.000723542722851104      -5.3542115598077704e-05    -0.0007813948314776921    0.00018337117763536894    
Lambda        AB|DECam|DECam_i          5769.3773446355235    All      -0.00026167555992481724    -2.2341525064135632e-05    0.00014240128540593744    8.431368435221338e-05     
Lambda        AB|DECam|DECam_g          3573.1237538306154    All      -0.0012000952195031565     0.0006136481049475871      -0.0003511999564776504    0.000575123430102054      
MWEBV         All|All|All               All                   All      -0.42949541834558813       -2.6960773220123357        0.05925919899165594       -0.7356558284706485       
Redshift      All|All|All               All                   All      5.617074865097996          0.23222274050578307        4.538755083781912         -1.5514796997114304       
