#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|PS|PS_r 5818.078703381608 All 0.41396356599679873 0.47832971369410515 -3.2256124327946845 -0.12297809628520046
Zeropoint AB|PS|PS_z 8098.668926950154 All 0.3396251728151598 -0.20298524097086101 0.231686170758729 -0.166406973417614
Zeropoint AB|PS|PS_g 4581.409225627628 All -0.9535554357086282 0.6869691576042776 0.4933880629803389 0.5563904748994177
Zeropoint AB|PS|PS_i 7046.953370087583 All 0.7975855696480432 -0.4518762310165645 0.7788296352339621 -0.3722352249633729
Check All|All|All All All 0.5976188727513733 0.5104373993109572 -1.721708563821655 -0.10522981976676965
