#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          4007.0159633104427    All      -1.1132930030433164        0.2897034462453263         -1.682264078057405         0.38193038130123064        
Zeropoint     AB|DECam|DECam_z          5704.608060177264     All      1.6820279270445546         0.20695275267037516        0.8420982126919274         -0.44290153721022324       
Zeropoint     AB|DECam|DECam_g          3014.8923924138053    All      -0.13378387702822886       0.02236144473286572        -0.21676739389884236       0.04118833511301406        
Zeropoint     AB|DECam|DECam_i          4868.023909515777     All      0.5513736037901568         0.47704883992096825        1.012322967846624          0.020965303819478476       
Check         All|All|All               All                   All      0.9863246507631663         0.9960664835695354         -0.04461029141769601       0.0011824830234999362      
Lambda        AB|DECam|DECam_r          4007.0159633104427    All      -0.0006992812449580617     0.0001297157384294891      -0.001365745693648731      0.00020908463301552921     
Lambda        AB|DECam|DECam_z          5704.608060177264     All      -0.000618630002136805      -5.7517496724327243e-05    -0.0005142436205983338     0.00015982447211417136     
Lambda        AB|DECam|DECam_g          3014.8923924138053    All      -0.00037833873051788857    0.00010800666202102788     -0.00034273040496284285    0.00014312421076840618     
Lambda        AB|DECam|DECam_i          4868.023909515777     All      -0.00025590752453156726    -9.170280153359881e-05     -0.0012802275274373884     -3.6437942218090595e-06    
MWEBV         All|All|All               All                   All      -0.20499384239976393       -2.0329892694237017        0.6272388374009508         -0.5674474613355074        
Redshift      All|All|All               All                   All      6.821562899153676          1.0265468489897955         11.171572891405            -1.3890913889385652        
