#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
53352.35  17.432  0.008
53353.32  17.362  0.007
53356.33  17.281  0.007
53357.27  17.319  0.008
53361.26  17.602  0.009
53362.3  17.724  0.01
53363.29  17.847  0.012
53365.26  18.097  0.021
53372.25  19.077  0.026
53373.29  19.204  0.029
53376.31  19.535  0.018
53377.24  19.614  0.021
53380.27  19.848  0.032
53381.26  19.934  0.031
53383.27  20.053  0.031
53384.23  20.035  0.051
53385.26  20.14  0.022
53386.23  20.162  0.025
53387.25  20.216  0.032
53388.24  20.327  0.04
53389.21  20.348  0.054
53390.2  20.301  0.049
53391.16  20.279  0.073
53398.2  20.558  0.12
53400.15  20.474  0.058
53403.18  20.576  0.031
53406.18  20.655  0.025
53407.2  20.658  0.049
53408.19  20.73  0.031
53409.18  20.707  0.029
53410.2  20.755  0.031
53411.19  20.792  0.047
53412.18  20.671  0.051
53415.18  20.79  0.027
53416.2  20.864  0.029
53417.17  20.852  0.038
53418.17  20.846  0.05
53419.23  20.833  0.05
53429.1  21.001  0.068
53432.21  21.202  0.083
53444.1  21.335  0.045
53445.1  21.299  0.043
53446.09  21.297  0.065
