#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7446.917257989617     All      0.1890217560017192         -0.028383910605533913      0.08350027518304604        -0.06708994426943837       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3520.0100392548416    All      -0.20719625688357798       0.07993625050071174        -0.06386432417186949       0.0906785325644116         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5262.2995589697675    All      0.26492889726258895        0.12641780550772808        -0.3694512100020253        -0.06160453013848155       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R           6236.0593992243685    All      0.08847396145289183        0.0014705160513273086      0.0005689010539322581      -0.028314497054454657      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I           7780.846663589227     All      0.18833348189312812        -0.029816106729185776      0.12059284774916801        -0.06567699299044882       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4705.295716235939     All      -0.2409919443226552        0.30234394001436016        0.024034247588922142       0.17805491083280056        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R           6292.701496363888     All      0.5171386024758532         -0.026201872557329864      0.2326065309322667         -0.16660370693663273       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4307.276168424299     All      -0.3725681962734183        0.2142797744653535         -0.2831551064936155        0.1785197788759435         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B           4303.179939014251     All      -0.27368880013741487       0.21264213890752615        0.20921954979911117        0.16775049425648836        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V           5271.248211852481     All      0.02874273394816685        0.024556318483881512       -0.03765099768233693       -0.0030438443474806176     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I           8053.6013192223345    All      0.013741606816241248       -0.001739930406330359      0.006693950440195273       -0.004744125736894089      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6090.784967523756     All      0.5683085890245835         -0.04444687285376503       -0.11829975563026895       -0.20487378775234377       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V           5303.978834234418     All      0.2873639166569556         0.1166698075992123         0.20344689365279223        -0.04652178652355399       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B           4328.594747043741     All      -0.057916230817043154      0.04994919569281109        -0.010374697600434857      0.03467234297674093        
Check         All|All|All                              All                   All      0.9936921170980187         0.9976770540707669         -0.002132895181117256      0.0012028437566563577      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7446.917257989617     All      2.1500603683732656e-06     -5.226734203894759e-06     -7.138644407395756e-05     -5.58851381446261e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3520.0100392548416    All      -0.0002608681889998076     0.00011760463440277294     0.0002773572695720397      0.0001356582310534039      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5262.2995589697675    All      5.406869786381976e-05      1.9288513688247235e-05     -0.001109240855662836      -6.08293750493098e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R           6236.0593992243685    All      -7.913580792950826e-06     -1.742595154431251e-06     7.736418589702183e-06      2.3553338714360825e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I           7780.846663589227     All      -1.2138166877482649e-05    3.5047739929175887e-06     -6.124975528577649e-07     5.068087526273201e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4705.295716235939     All      -0.00010309293091698383    1.3315189943881965e-05     -0.0004420096845643637     1.8193092532751782e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R           6292.701496363888     All      -9.601918553866581e-05     7.613974831366445e-06      -4.861552344485655e-05     3.158724223390453e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4307.276168424299     All      -0.0003090234379205773     9.912441541955563e-05      -0.0006741131390718393     0.00010286461019129999     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B           4303.179939014251     All      -0.00012404193193907536    8.899595856951516e-05      0.0001116533935724804      7.437602782671673e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V           5271.248211852481     All      1.4318114114515588e-05     7.036242167227706e-06      -1.3400259164401422e-05    -2.9699372810458886e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I           8053.6013192223345    All      -3.516813281852633e-06     4.648522494777681e-07      -2.4942408035504313e-06    1.1856529450306162e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6090.784967523756     All      6.857535008085322e-05      -1.0472205386574802e-05    -5.2085470282912974e-05    -2.8072724721885055e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V           5303.978834234418     All      0.00013000853457949572     3.6934638483739616e-05     8.528488533386073e-05      -2.6511357265477907e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B           4328.594747043741     All      -1.3025649063968738e-05    1.1809839720663148e-05     -2.533433727387527e-06     7.976680248853353e-06      
MWEBV         All|All|All                              All                   All      -0.9703788367606063        -3.954700903034336         0.00276662331362143        -0.9719684165732129        
Redshift      All|All|All                              All                   All      4.045210246473232          -0.6144795200331288        6.2537882121683985         -1.2387364108922772        
