#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5253.6124270419905 All 2.160172509546542 0.6483385119011587 6.3079239394262085 -0.21096039672442757
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6261.249098102736 All 1.078058410486755 -0.0030980967078306776 1.4675114085976908 -0.28667994925625473
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4256.312026157903 All -0.9898637327993535 0.5802565049342867 -0.04217551296695454 0.5095577174127581
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8090.6812714212665 All 0.26916664508156585 0.050857076199912754 1.718317042546385 0.005569988907883294
Check All|All|All All All 2.517533832315509 1.2763539963275274 9.45157687760333 0.017487360339959124
