#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3494.2473831189723    All      -1.011242564443989         0.2229001483375015         -0.7484783790805414        0.36859973122066986        
Zeropoint     AB|SDSS|SDSS_r            4565.936747710365     All      0.7582498047470313         0.5612750995929616         1.906304351060653          0.02090846610463837        
Zeropoint     AB|SDSS|SDSS_i            5536.996351066201     All      1.0871541513360095         0.1897698356199129         -1.3532630320344392        -0.35269750850319703       
Zeropoint     AB|SDSS|SDSS_z            6583.027104862155     All      0.1621721484658647         0.024641244991485678       0.19879903218818737        -0.03592685213830533       
Check         All|All|All               All                   All      0.9963335401049165         0.9985863285418617         0.0033619721338597752      0.000883836683805865       
Lambda        AB|SDSS|SDSS_g            3494.2473831189723    All      -0.0016456654115402547     0.000293049099445196       -0.0020352093116085893     0.0005406810538420437      
Lambda        AB|SDSS|SDSS_r            4565.936747710365     All      -0.0004558744950328937     -0.00022070723066946305    -0.002553145266992946      -3.733343231746026e-05     
Lambda        AB|SDSS|SDSS_i            5536.996351066201     All      -7.18827923471349e-05      -4.1818529376178423e-05    -0.0011932067772199766     -4.3454418732306296e-05    
Lambda        AB|SDSS|SDSS_z            6583.027104862155     All      -5.5874291166799886e-05    -1.1479776071921963e-05    -0.00015266692426044564    7.647930446643933e-06      
MWEBV         All|All|All               All                   All      -0.6491559837731375        -2.688162669770122         -0.16039694535146318       -0.6713293379511841        
Redshift      All|All|All               All                   All      8.160742632328136          1.1741149899723524         15.01432317316304          -1.6057541914112203        
