#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            4556.419350921268     All      0.5772988069743236         0.4318830065139778         -0.22643126501695754      -0.05747129764419184       
Zeropoint     AB|SDSS|SDSS_z            6569.3052150305075    All      0.17727439169159048        0.03210010989285195        0.14573920616076652       -0.040784368258864334      
Zeropoint     AB|SDSS|SDSS_i            5525.454843987877     All      1.3171340288543683         0.31329516188307593        0.6323389410394453        -0.29876496157944243       
Zeropoint     AB|SDSS|SDSS_g            3486.963852780738     All      -1.0743670141321318        0.22215036557611256        -0.5399777443071629       0.39822163802546023        
Check         All|All|All               All                   All      0.9973402133881507         0.9994286438660183         0.011669137876091362      0.0012010105429616225      
Lambda        AB|SDSS|SDSS_r            4556.419350921268     All      -0.0006829039119509767     -0.0003846013349155922     -0.0036175925916655284    -6.42695791605189e-05      
Lambda        AB|SDSS|SDSS_z            6569.3052150305075    All      -8.312367078205372e-05     -2.7689289599824846e-05    -0.00031335052102078      4.073407101753097e-06      
Lambda        AB|SDSS|SDSS_i            5525.454843987877     All      -0.00011276081279531003    -5.69399761871136e-05      -0.0006902376419042148    -1.2619452877094787e-05    
Lambda        AB|SDSS|SDSS_g            3486.963852780738     All      -0.0017138633240270794     0.00026197825153527433     -0.0017605087608060066    0.0005650331841472088      
MWEBV         All|All|All               All                   All      -0.6398179076563317        -2.666105850225975         0.07517758433355226       -0.656673815477507         
Redshift      All|All|All               All                   All      8.030633484588263          1.8482772582482099         13.27081148106064         -1.4215814506302105        
