#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3518.9817987370457    All      -0.26616853596143186       0.1001883818737781         -0.034101065008846944      0.1178127270127029         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5260.14742289446      All      0.6457475249099958         0.21485781040624374        -0.018428557740113892      -0.14117733775705135       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7444.741917018441     All      0.35036221051420413        -0.03803476973294195       0.10147408779537963        -0.12198535186292479       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4703.921238422043     All      -0.29961240553254037       0.4357384468237413         0.027546873719331785       0.24075725539277856        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4306.017957274808     All      -0.5260693017773519        0.32477473689853653        -0.11690206624303816       0.27193109302950885        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6089.005770357001     All      1.0900890244649002         -0.03941838579999413       0.04111221330787181        -0.3660830739549563        
Check         All|All|All                              All                   All      0.9943485166177759         0.9981062204693636         0.000701485830584235       0.001255311860057895       
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3518.9817987370457    All      -0.00045354476785884265    0.00011283521338441334     -0.00024378854983644102    0.00017360942993995557     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5260.14742289446      All      0.0002568396130188266      4.0270622071973705e-05     -0.0009283469810888485     -0.00011197150728209288    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7444.741917018441     All      -6.080941393651046e-05     -2.0661259970290543e-06    -0.0001730352474588139     1.1412853106717885e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4703.921238422043     All      -0.00010293650935680807    -4.6023385792973607e-05    -0.0008615456060335105     -1.9908346730539574e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4306.017957274808     All      -0.0003447713977986552     0.00012773451423049606     -0.0005360302612988997     0.00012999015186684104     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6089.005770357001     All      -0.00010979051158469861    -2.1593485935949263e-05    -0.0005595210298533765     3.759819074539666e-06      
MWEBV         All|All|All                              All                   All      -1.0323547412021186        -3.930321198569686         -0.000738114031689034      -0.9439959540683743        
Redshift      All|All|All                              All                   All      5.532227094698534          0.8500852821396343         9.999246180188432          -1.0789071940954673        
