#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4651.801784414784     All      -0.3591019916637233        0.44539971520620725       0.12574410430801208        0.267664055101019          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6021.539577767324     All      0.7576981971180597         -0.029703736352537646     -0.02683629349840011       -0.25768029500973233       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4258.307272188189     All      -0.4234157636433093        0.30013382043554415       0.048063026940470266       0.23782873575560193        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3479.991475405616     All      -0.18643270136219997       0.08757969501926866       -0.021879710802341634      0.0882784612382892         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6064.046464705429     All      0.3372038024138321         -0.031535704456508995     -0.05127785322383005       -0.12239888363583251       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7387.96636033151      All      0.1677226156737026         -0.020184272168499717     0.08711426509169229        -0.057319945773498526      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5201.864981972699     All      0.33349123631523464        0.22633825746769531       -0.17342128486532715       -0.04264224588732546       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7362.254165996888     All      0.33794748020260945        -0.038326765115748174     0.1911889902230346         -0.11403301422078238       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4255.291397203055     All      -0.08272000736931126       0.0228257296162937        -0.14075066253500523       0.02809866326329291        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5262.4936363717325    All      0.1138912626595931         0.0361232630404551        -0.04327607242560205       -0.02726280831968908       
Check         All|All|All                                All                   All      0.9962841303444878         0.9986500026921696        -0.005331490787297         0.0005327225113427314      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4651.801784414784     All      -0.00018243416347758735    9.788047923785459e-05     -0.00038490847232000434    7.41310039112708e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6021.539577767324     All      0.0001531128178422923      9.754923224832771e-06     -1.9458563087221004e-05    -4.7564728912185284e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4258.307272188189     All      -0.0003656084350797508     0.0001834748202031028     -0.00037762053564111415    0.0001620030103908863      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3479.991475405616     All      -0.0003397641892680682     0.00013166146639284195    -8.090001638399738e-06     0.00015319782587506497     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6064.046464705429     All      6.646584008069383e-05      -9.505256530472989e-06    4.4246870035794524e-05     -2.2771750949922792e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7387.96636033151      All      -1.756960870974195e-05     1.8597134133140597e-06    -2.497759229099821e-05     5.214134195175653e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5201.864981972699     All      0.00010028799671498291     8.13806941904782e-05      -0.0010808362447886888     -5.4391487967607525e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7362.254165996888     All      -2.974747496108908e-05     -2.744648044838527e-06    -9.08905503462816e-05      4.739681276485333e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4255.291397203055     All      -0.00011252709433504286    3.677047424188462e-05     -0.00021388395249726037    3.908647136312795e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5262.4936363717325    All      8.31807307178165e-05       1.558216987723747e-05     -0.00010137099199900787    -2.6542796985160624e-05    
MWEBV         All|All|All                                All                   All      -0.9302635748374164        -3.894093278345956        0.012329784639408814       -0.964866619873922         
Redshift      All|All|All                                All                   All      5.747675114833646          -1.0831600885307324       7.72172477547981           -1.880442641408353         
