#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4651.801784414784     All      -0.310873560612724         0.36827364556168973        0.03858886384631606        0.22294263209164789        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6021.539577767324     All      0.6728981857358821         -0.014874882159965352      -0.1701521636246337        -0.23162342485746654       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4258.307272188189     All      -0.38037637476209296       0.24109202144195763        -0.04113129769126822       0.2005972014398524         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3479.991475405616     All      -0.16886415866005638       0.07596243174843309        0.026213998066635703       0.08091788538880083        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6064.046464705429     All      0.4985345133874886         -0.01774818670146061       0.09610798286049098        -0.16388140274822866       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7387.96636033151      All      0.18337312851128873        -0.01605623494693731       0.13900146489108572        -0.058757707742067525      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5201.864981972699     All      0.308045144713333          0.18950469038916395        -0.16579152567125868       -0.04601104017626434       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7362.254165996888     All      0.24963868131577985        -0.023428141387427104      0.11567021399519692        -0.08378501738953258       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4255.291397203055     All      -0.24480977589746747       0.11772763434070299        -0.13608856747696355       0.11201735390678387        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5262.4936363717325    All      0.18722827115513352        0.07670968204722683        0.09835358093351657        -0.03161047183062376       
Check         All|All|All                                All                   All      0.994794054886565          0.9971626603333839         0.0007725501291177966      0.00080600808290162        
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4651.801784414784     All      -0.00013124912160839176    -8.66656414096801e-05      -0.0010072805581775946     -3.0427998785543585e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6021.539577767324     All      -7.873047712059301e-05     -1.956709314854468e-05     -0.00032700254909509867    4.678838679485281e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4258.307272188189     All      -0.00023749003092114496    6.7610710061141e-05        -0.0005151182290517273     7.639398814403887e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3479.991475405616     All      -0.0003152413906876574     0.00011382913300222976     7.707105668705873e-05      0.0001432017128521219      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6064.046464705429     All      -0.00011122123485249924    3.567592665161465e-06      -6.10356533401478e-05      3.466675668080145e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7387.96636033151      All      -6.694704452595758e-05     8.406923627176559e-06      -4.025878213564351e-05     2.274870195457687e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5201.864981972699     All      4.104182248225739e-05      -1.8887880089050574e-05    -0.0012664322892519963     -7.603613231232296e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7362.254165996888     All      -6.33320145623175e-05      -7.670282272364857e-08     -0.0001298813459048903     1.4808328127239046e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4255.291397203055     All      -0.0001360079729746414     6.234330341297507e-05      -9.840720039280247e-05     6.021807489700408e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5262.4936363717325    All      5.998762857426273e-05      2.1762847363165176e-05     -2.5465697887824263e-05    -1.358748593541677e-05     
MWEBV         All|All|All                                All                   All      -0.951200279023773         -3.8859818821304515        0.05204576985086934        -0.9536323559078532        
Redshift      All|All|All                                All                   All      7.461511987810118          0.7326780618655881         11.791847464372365         -1.6655865874024482        
