#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 3999.8962114431774 All 0.3714317681457744 0.8990152047873696 7.502257163594654 0.5066425628840596
Zeropoint AB|SDSS|SDSS_z 7535.649966792677 All 0.22789211387166705 0.001982448489451727 1.721322822146554 0.0032285215804112744
Zeropoint AB|SDSS|SDSS_i 6338.249213378696 All 3.496991078911835 0.873835131761366 16.184228670923133 -0.13222039714462522
Zeropoint AB|SDSS|SDSS_u 3041.8672678796383 All -0.1195037887510065 0.057326531229627165 -1.0824324271929104 0.009295464969122126
Zeropoint AB|SDSS|SDSS_r 5226.668605974325 All 0.422087748485798 0.20629946580110747 -1.4000551066220792 -0.13276737208205713
Check All|All|All All All 4.398898920664068 2.038458782068922 22.925321122849354 0.25417878020691076
