#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 3999.8962114431774 All -1.0050151868826065 0.5300983659615195 -2.5253328900629093 0.3873429794480481
Zeropoint AB|SDSS|SDSS_z 7535.649966792677 All 0.3999793969762729 0.09198278504556612 2.2463337587354886 -8.107067880938623e-05
Zeropoint AB|SDSS|SDSS_i 6338.249213378696 All 2.238517482691026 0.47124691911128735 9.524473994775185 -0.15062463397248796
Zeropoint AB|SDSS|SDSS_u 3041.8672678796383 All 0.048844976407770926 0.03703034617114831 0.7009170588296172 0.02743029538209607
Zeropoint AB|SDSS|SDSS_r 5226.668605974325 All 0.9443951872356646 0.25598050536625117 2.920492956157787 -0.09391112276084579
Check All|All|All All All 2.626721856428128 1.3863389216557724 12.866884878435169 0.17015644741800107
