#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CalanTololo
@BAND  Bessell12_B
@MAGSYS  Linear_AB11_off
48360.080000000075  18.588  0.074
48360.080000000075  18.536  0.036
48362.02000000002  18.685  0.069
48362.02000000002  18.72  0.046
48363.060000000056  18.863  0.031
48364.04000000004  18.992  0.032
48365.10999999987  19.169  0.03
48365.12000000011  19.175  0.031
48366.10000000009  19.255  0.032
48366.04000000004  19.068  0.095
48372.10000000009  19.846  0.143
48373.080000000075  19.928  0.147
48374.10000000009  19.961  0.181
48377.080000000075  20.501  0.157
48381.02000000002  20.671  0.082
48381.02000000002  20.692  0.109
48381.02000000002  20.512  0.086
48383.029999999795  20.714  0.05
48393.04000000004  20.917  0.077
