#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5218.988497005071     All      0.4484990289018302         0.7899322445900303         0.6015653904301921        0.1380611316537904        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7579.4191039675225    All      0.3132391265133223         -0.10643972539714497       -0.3866293894774664       -0.15395670301917921      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4171.67787452968      All      -1.1030669808516926        0.5024327676595775         -0.5200126191059029       0.49975831260383113       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6237.187178088133     All      1.3386169821346976         -0.1844828434178325        0.3086742321889546        -0.4823490083852258       
Check         All|All|All                                All                   All      0.9972881566981572         1.0014424434346303         0.003597614035777408      0.0015137328532164873     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5218.988497005071     All      -6.703464960860646e-05     0.00033530556981703        -0.0015571253498605658    6.156809332076186e-05     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7579.4191039675225    All      -3.6341288518039724e-05    -1.5965988942610622e-06    2.1984900679501896e-05    1.2298573621130431e-05    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4171.67787452968      All      -0.0008098369507042241     0.0004749278337448391      -0.000755927123136259     0.0003847566021431257     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6237.187178088133     All      -0.00046129199150401297    -3.340679144685402e-05     -0.0012195580618081763    8.495301159265106e-05     
MWEBV         All|All|All                                All                   All      -0.8053671971274396        -3.8750965935525628        -0.10509409576930917      -1.0046017223275305       
Redshift      All|All|All                                All                   All      9.203659128499094          -1.0693866195592427        18.580959071791092        -2.5170861091931456       
