#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5218.988497005071     All      0.37205378163116387        0.8050129442151999        0.5559247335999504        0.16583741077759911       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7579.4191039675225    All      0.3585204283578002         -0.19738561762583373      -0.31312072143372915      -0.19505002762868237      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4171.67787452968      All      -1.095592296282961         0.5316078008724467        -0.530444746079708        0.5063612921636768        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6237.187178088133     All      1.3617777200325105         -0.13698531793950863      0.286350341744612         -0.4754179287143347       
Check         All|All|All                                All                   All      0.9967596337385138         1.0022498095223042        -0.0012903921688747766    0.0017307465982588366     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5218.988497005071     All      -1.8709157332840224e-06    0.0004943123194015723     -0.0012646971788404088    0.00010518557707938771    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7579.4191039675225    All      -3.8258568319339857e-05    1.042104498312719e-06     -6.418845693553829e-06    1.251507848782922e-05     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4171.67787452968      All      -0.0008815260643497562     0.0005665974852277451     -0.000669688031938905     0.0004418163808475151     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6237.187178088133     All      -0.0003987167590563963     -6.727011905338274e-05    -0.0009638451757578934    6.495109150624828e-05     
MWEBV         All|All|All                                All                   All      -0.7885669459467284        -3.891783089143974        -0.0790110654200082       -1.0143454915829926       
Redshift      All|All|All                                All                   All      8.71259889696806           -1.6376660123140319       14.957516453516922        -2.703936532622239        
