#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4129.387138269706     All      -0.6233944247694576        0.48397750608017986        -0.2877344261854931       0.3478672034078909         
Zeropoint     AB|DECam|DECam_g          3106.9648792253183    All      -0.32915435546241967       0.08075995213836507        0.1156598091081444        0.13868394183993502        
Zeropoint     AB|DECam|DECam_z          5878.822387596427     All      1.1571199612843468         0.12211899335170529        0.42810648233755805       -0.31802943969133424       
Zeropoint     AB|DECam|DECam_i          5016.689602637968     All      0.7799260809752377         0.3130958504485193         -0.24884675047816684      -0.16316685190300567       
Check         All|All|All               All                   All      0.9844972620277073         0.9999523020187695         0.007185114782042479      0.005354853653486036       
Lambda        AB|DECam|DECam_r          4129.387138269706     All      -0.00040411649554278394    0.00027942181528324317     -0.0004726121349321535    0.00020156040662551206     
Lambda        AB|DECam|DECam_g          3106.9648792253183    All      -0.0008985202909659167     0.0002190546664811889      0.00028332994287777       0.0003766746448278046      
Lambda        AB|DECam|DECam_z          5878.822387596427     All      -0.00025748891840868894    -2.2983000925179953e-05    -4.335629547937175e-05    7.445150000092347e-05      
Lambda        AB|DECam|DECam_i          5016.689602637968     All      -0.00025124212675143643    -9.515023768695787e-05     -0.001646553175101774     -2.2633842320672476e-05    
MWEBV         All|All|All               All                   All      -0.3930945422470695        -2.184794689943459         0.0889295587840489        -0.5796471655188844        
Redshift      All|All|All               All                   All      4.597763860081575          0.21467250938247417        7.596027895273054         -1.0887412146731898        
