#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3386.237953790029    All      -1.579785719565744         -0.034435197983562205     -0.11808985037147655       0.49810169774634844        
Zeropoint     AB|MEGACAMPSF|z           4769.264091235764    All      1.156416675795262          0.2837923195734504        -0.06755797849924575       -0.2872572636078855        
Zeropoint     AB|MEGACAMPSF|i           4140.869844560618    All      1.4209836408869179         0.7493730534671172        0.18741260309217464        -0.2104022999336068        
Check         All|All|All               All                  All      0.997614597116436          0.9987301750570055        0.0017647742214523532      0.00044213420485614274     
Lambda        AB|MEGACAMPSF|r           3386.237953790029    All      -0.0028717846641303645     -9.557296753031655e-05    -0.0007684347107496242     0.0008700117723867588      
Lambda        AB|MEGACAMPSF|z           4769.264091235764    All      -0.00023246901262536127    -6.92244960714479e-05     -0.00044224530137793825    3.343873298538627e-05      
Lambda        AB|MEGACAMPSF|i           4140.869844560618    All      0.0005107816656492506      0.0002491565775683079     -0.0007394610601769232     -0.00011821864929158999    
MWEBV         All|All|All               All                  All      -0.42427211803937337       -1.7260615594276274       -0.01585056865579853       -0.4247429867407487        
Redshift      All|All|All               All                  All      0.3637467908213874         -0.7511145857803214       0.4490512746200397         -0.34310793224063957       
