#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4616.6548205855315    All      0.17241525900009658        0.5146979558119824         0.0488442303075567        0.11367242878306877       
Zeropoint     AB|DECam|DECam_g          3473.5867349739055    All      -0.7989200787728257        0.24342252514291118        -0.13885224859356257      0.3333289400190289        
Zeropoint     AB|DECam|DECam_z          6572.523429332805     All      0.16090742787124435        0.017722254255758685       0.1499533133162362        -0.039948394036208895     
Zeropoint     AB|DECam|DECam_i          5608.658975749248     All      1.4584148828261232         0.22353946822857296        -0.05708849717195999      -0.40478714615964456      
Check         All|All|All               All                   All      0.9928174909246386         0.9993822034392252         0.002856797858270338      0.0022658286062441912     
Lambda        AB|DECam|DECam_r          4616.6548205855315    All      -0.0003161198963675687     -0.00022117921694867135    -0.001927153669671114     -5.507471443845123e-05    
Lambda        AB|DECam|DECam_g          3473.5867349739055    All      -0.0015485139585161348     0.00037744551230931966     -0.0010029973413120874    0.0005825891970898041     
Lambda        AB|DECam|DECam_z          6572.523429332805     All      -4.7257521781565436e-05    -6.638439324961573e-06     -6.472716567349263e-05    1.0342495361347028e-05    
Lambda        AB|DECam|DECam_i          5608.658975749248     All      -0.00017404057520247916    -6.042610860549985e-05     -0.0005285620089463098    1.342067471378986e-05     
MWEBV         All|All|All               All                   All      -0.5226455511416224        -2.569697159895412         0.03254811822225077       -0.665339581940502        
Redshift      All|All|All               All                   All      7.619359194386783          0.0354461673641282         0.36677110645286115       -2.4539626662666496       
