#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4713.94027347172     All      -2.4829597002983688       1.3468764361276087       -0.5270654358662252        1.2239831178215976        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5644.948138409066    All      3.479363103229682         -0.3440591230676304      0.5268438963154765         -1.2219037825739714       
Check         All|All|All                            All                  All      0.9964034029313131        1.0028173130599782       -0.00022153955074877274    0.0020793352476262683     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4713.94027347172     All      -0.0007007619247520829    5.475564401877153e-05    -0.0022728276407128975     0.00014467106905315555    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5644.948138409066    All      -0.0009671669647940266    9.079624338682575e-05    -3.7412415507455896e-05    0.00034294387858512405    
MWEBV         All|All|All                            All                  All      -0.2765495898434134       -2.617053336913955       -0.016296027928808243      -0.7631062875885303       
Redshift      All|All|All                            All                  All      4.1767437634130555        0.7826767526964318       2.415850063899194          -0.9977509941245716       
