#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4713.94027347172     All      -2.4037692850090138       1.3170913913597815         -0.4641619816986762        1.1912933175492106         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5644.948138409066    All      3.401074236944059         -0.3145021596992592        0.46404825573197644        -1.189577128862553         
Check         All|All|All                            All                  All      0.9973049519350454        1.0025892316605223         -0.00011372596669972923    0.0017161886866576825      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4713.94027347172     All      -0.0003131576513769771    -0.00011572283112608277    -0.00207707155414882       -2.8379147448695147e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5644.948138409066    All      -0.0009005659524432224    7.1060333215865e-05        -7.091118255825818e-05     0.0003133262064001974      
MWEBV         All|All|All                            All                  All      -0.2752560164491804       -2.6181523765071546        -0.017648632123677583      -0.7639460008660972        
Redshift      All|All|All                            All                  All      3.7446841258177246        1.3396425913308363         0.8740312662888341         -0.7443971501645987        
