#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4468.571456160659     All      1.8991487921814436        0.6757927735490554         0.5281353527274102        -0.3749190473318349        
Zeropoint     AB|MEGACAMPSF|z           5149.179986368199     All      1.098764043213585         0.15262763286560954        -0.20063307529922803      -0.3171410884898924        
Zeropoint     AB|MEGACAMPSF|r           3656.0688747933027    All      -1.9970224197840862       0.17063656646971737        -0.32746700309765897      0.6914644973385747         
Check         All|All|All               All                   All      1.0008904156109424        0.9990569728843823         3.527433052319395e-05     -0.0005956384831525829     
Lambda        AB|MEGACAMPSF|i           4468.571456160659     All      -0.0006539803457101671    -0.00033644353830993397    -0.0030402907950715834    -3.2242029812564785e-05    
Lambda        AB|MEGACAMPSF|z           5149.179986368199     All      0.00031264422206252695    2.7142144388359652e-05     -0.0002819730555550367    -0.00010558058185185905    
Lambda        AB|MEGACAMPSF|r           3656.0688747933027    All      -0.003072985613870337     0.00017743983416323723     -0.001392836487469793     0.0009966146088762908      
MWEBV         All|All|All               All                   All      -0.2133670462442312       -1.929025689330821         -0.033292865861989096     -0.5603321712409389        
Redshift      All|All|All               All                   All      8.210023594835945         1.2401821512160183         5.540762640175611         -2.0230478703309016        
