#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6245.227668892736 All -0.18887058584447167 0.9698946809396922 -7.335200378082319 0.05011166611950691
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5240.169361883932 All 0.19461217847548928 -2.6161116722290143 -4.738428597203818 -1.1269995337203345
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4245.420876364258 All 0.7291973245770154 1.343815310383837 6.259635906579384 0.47954009935120445
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8069.978648794413 All 3384.287534671309 9.231673273003217 24640.400192606343 0.22116123412491542
Check All|All|All All All 3385.022473588517 8.929271592097733 24634.586199537636 -0.3761865341247077
