#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3489.0234525280453    All      -1.012443066735974         0.24430009134768227        -0.32036465627945         0.3950661889815543        
Zeropoint     AB|SDSS|SDSS_i            5528.718492789788     All      1.0229307658781719         0.23900139200030424        -0.6610797811848441       -0.284852541987033        
Zeropoint     AB|SDSS|SDSS_r            4559.110632087347     All      0.8288191267864647         0.48575856821440055        0.70697618041445          -0.08019701037631416      
Zeropoint     AB|SDSS|SDSS_z            6573.185421402613     All      0.15724564408497266        0.029400490839570637       0.2733443736391973        -0.02944526842242085      
Check         All|All|All               All                   All      0.9965524700136351         0.9984605424019577         -0.001123883410646842     0.0005713681957862891     
Lambda        AB|SDSS|SDSS_g            3489.0234525280453    All      -0.0014506784622648156     0.0002869003165396843      -0.0017095502037551614    0.0004896971989869846     
Lambda        AB|SDSS|SDSS_i            5528.718492789788     All      5.4012484561113955e-05     1.7046759452428675e-05     0.00027636784727302953    2.920749080520413e-07     
Lambda        AB|SDSS|SDSS_r            4559.110632087347     All      -0.00042017079109509724    -0.00016803887578945446    -0.0018037991314184072    1.6323890232315715e-06    
Lambda        AB|SDSS|SDSS_z            6573.185421402613     All      -3.873176947351833e-05     -7.91027320965276e-06      -6.607926981833991e-05    7.090761009365797e-06     
MWEBV         All|All|All               All                   All      -0.6725139999931247        -2.6705254909559883        0.016424756186823153      -0.6500851137997619       
Redshift      All|All|All               All                   All      7.205797484066688          0.7513804679115665         5.021837114000533         -1.8783144402400809       
