#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3489.0234525280453    All      -0.7121685525393016        0.20370418972994742        -0.06994611737809464      0.29520850950763844        
Zeropoint     AB|SDSS|SDSS_i            5528.718492789788     All      0.9582714469318327         0.23955376745270485        -0.9952046042726925       -0.27852140399494685       
Zeropoint     AB|SDSS|SDSS_r            4559.110632087347     All      0.6980521607617003         0.5429638694028682         0.9994691615263784        -0.005915640465706251      
Zeropoint     AB|SDSS|SDSS_z            6573.185421402613     All      0.05534282331061343        0.011807298341892647       0.07757914055701587       -0.010718952023586192      
Check         All|All|All               All                   All      0.999497878464845          0.9980291249274131         0.011897580432607135      5.251302339914776e-05      
Lambda        AB|SDSS|SDSS_g            3489.0234525280453    All      -0.0010552351278698266     0.0004221361816976756      -9.018805566181516e-05    0.0004772037608931054      
Lambda        AB|SDSS|SDSS_i            5528.718492789788     All      0.00014027189909295848     3.082558149477623e-05      0.00019498658945806463    -2.6948910372126185e-05    
Lambda        AB|SDSS|SDSS_r            4559.110632087347     All      -0.0003104965584699898     -7.241720983964679e-05     -0.000850236159800481     3.960814160836389e-05      
Lambda        AB|SDSS|SDSS_z            6573.185421402613     All      -2.9874233510593347e-06    -1.1424862810132122e-06    0.0001657369426233658     7.997035247376952e-06      
MWEBV         All|All|All               All                   All      -0.6468099998726493        -2.672579483390436         -0.11455434216878224      -0.6649718007801009        
Redshift      All|All|All               All                   All      5.533879724783443          -0.30976686342789606       -3.819752413253563        -2.0739259507580057        
