#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5314.4697513737065    All      0.1666503923522313         0.020815822161956987      -0.0467265919750659        -0.0495883105181949        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4300.365331311201     All      -0.38863342568519743       0.28212239571336895       0.1053264546653665         0.22318747416538165        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5253.242285435656     All      0.2741803360891123         0.25378854822939445       -0.26964318152602473       -0.01867521294097174       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7460.935149599264     All      0.21368568976967053        -0.02927661082887667      0.17524443614975738        -0.07132046021043337       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6081.01256818005      All      0.6758909359642379         -0.004649053065985953     -0.15667816847790839       -0.22866609059012943       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3514.3623363756783    All      -0.3216754864802216        0.1170838096708593        -0.13033428196367325       0.1371021171081621         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7434.96900341937      All      0.24002311801734869        -0.04768037701516903      0.03793518764587667        -0.09202162030131356       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4297.319669408325     All      -0.14130756690658872       0.04862622781534043       -0.15313827819491976       0.055033827560008186       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4697.746274084482     All      -0.27445857047903033       0.44237534952618063       0.28931888200496303        0.24640736379149542        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6123.9392832446165    All      0.4981689150215366         -0.0709287881502263       0.10791083788204148        -0.18055827960323234       
Check         All|All|All                                All                   All      0.9425243376630994         1.0122773240568428        -0.040784703789586985      0.020900808460772025       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5314.4697513737065    All      8.684686757578629e-05      5.49157996498213e-06      -0.00019993220487718637    -3.542214973256635e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4300.365331311201     All      -0.0003093704411359581     0.00015832689593832145    -0.00019206459659909162    0.0001437734486450176      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5253.242285435656     All      4.893525637322525e-05      0.00013457530328899112    -0.0010317135450481209     -1.814485627225626e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7460.935149599264     All      -3.601118190874584e-05     4.716903329979109e-06     -7.544092425720538e-05     9.899895314491146e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6081.01256818005      All      0.00011803201474488044     5.282577298412802e-06     -2.2277760421885338e-05    -3.7720355252203886e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3514.3623363756783    All      -0.0005151673760654974     0.00013298134173814246    -3.4955569945679797e-05    0.00020956345430654127     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7434.96900341937      All      -3.1564276741193585e-05    -6.213101628644653e-06    -0.00023379317808687783    -2.175404001743757e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4297.319669408325     All      -0.00013325544799957844    2.697532971819738e-05     -0.00018932696733326638    4.374364273391477e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4697.746274084482     All      -0.00014441198786864376    9.318494429562571e-05     -0.00027139097955683017    6.528220454885464e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6123.9392832446165    All      1.3949937900979779e-05     8.351671824819805e-06     3.511755216429107e-05      -2.564043744795106e-07     
MWEBV         All|All|All                                All                   All      -0.9923831850183391        -3.947485550484764        -0.05574053745407426       -0.965061504592063         
Redshift      All|All|All                                All                   All      6.038597407974261          -1.389756119666341        7.735961097936128          -2.0744387157079323        
