#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1 4377.970660779799 All -0.8404785182418602 0.8170662851030448 0.8965602049368382 0.5799262382479647
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1 5419.824191698897 All -0.8314475302956746 0.01836132436490523 -7.008649180490536 -0.03595312152007288
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1 7620.702193753253 All 0.4388340153186223 -0.008901923131912959 1.210837392346093 -0.09180821358277541
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1 6259.353239669679 All 1.2802317489057466 -0.0480992735493615 2.1307793834896422 -0.3375942172368167
Check All|All|All All All 0.047139715686834505 0.7784264127866756 -2.770472199717963 0.11457068590829972
