#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          4877.094761521085     All      0.6463863549927101         0.33105674125302187        0.49011470664829093       -0.08084166088888352      
Zeropoint     AB|DECam|DECam_z          5715.237764637222     All      1.304294785402863          0.20521510196367387        0.008575409517431205      -0.3576237304023782       
Zeropoint     AB|DECam|DECam_g          3020.5102043251354    All      -0.2920935660075105        0.06956425784494513        0.08022541890038376       0.12138394340124048       
Zeropoint     AB|DECam|DECam_r          4014.482452683071     All      -0.6724549224930942        0.39395608744037247        -0.5703901760144705       0.3219112559672587        
Check         All|All|All               All                   All      0.9861326518949683         0.9997921885020133         0.008525359051635428      0.004829808077237485      
Lambda        AB|DECam|DECam_i          4877.094761521085     All      -0.00027537302433170655    -8.913285908551087e-05     -0.0011744954939875275    8.252209306157782e-06     
Lambda        AB|DECam|DECam_z          5715.237764637222     All      -0.00039433002555638527    -5.9295025756260007e-05    8.626393441016811e-05     0.00011298148495580401    
Lambda        AB|DECam|DECam_g          3020.5102043251354    All      -0.0008943732110408161     0.0001915493718995015      2.5177911170247654e-05    0.00035484428559304286    
Lambda        AB|DECam|DECam_r          4014.482452683071     All      -0.00043784131188435706    0.00018827814089176576     -0.0006972832708108068    0.0001728311546172776     
MWEBV         All|All|All               All                   All      -0.3699817303086683        -2.078567149785826         0.14055864422486958       -0.5502699951851304       
Redshift      All|All|All               All                   All      5.1063559659043385         0.6386470249079679         3.786348815951922         -1.286312427756012        
