#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          6360.569109800686    All      0.8895586636727759         0.01353613415275845        -0.31040107387820953       -0.29920113245646          
Zeropoint     AB|DECam|DECam_g          3939.264016981343    All      -0.6911920985133885        0.6156790559570524         0.1615985565550218         0.4329023311786577         
Zeropoint     AB|DECam|DECam_z          7453.651519696985    All      0.598375783862193          0.004309272953229026       0.5821569582067837         -0.16752801551616764       
Zeropoint     AB|DECam|DECam_r          5235.574523142766    All      0.1992954494618127         0.3653284147420166         -0.432257681068364         0.03479272409571271        
Check         All|All|All               All                  All      0.9960377984833931         0.9988528778050565         0.0010967598152319957      0.00096590730174273        
Lambda        AB|DECam|DECam_i          6360.569109800686    All      -0.00019849078764396904    -2.8420530776662262e-05    -0.00033382195856157185    4.050053698513728e-05      
Lambda        AB|DECam|DECam_g          3939.264016981343    All      -0.0007286983033332281     0.0005756267474973742      -0.00020675293587129606    0.00041563514612906667     
Lambda        AB|DECam|DECam_z          7453.651519696985    All      -8.896165647306579e-06     -2.4249279423438544e-05    -0.00022930248052282866    -1.5233730816859768e-05    
Lambda        AB|DECam|DECam_r          5235.574523142766    All      1.3049991758019658e-05     7.431392422487639e-05      -0.0007703735328425799     -1.4422554245139e-05       
MWEBV         All|All|All               All                  All      -0.46319679648676226       -3.1336539686288134        0.07393983539437377        -0.8665561611377922        
Redshift      All|All|All               All                  All      4.134902130891004          -0.03987293945471038       -3.7080404262354456        -1.525334400241033         
