#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5139.504325937916    All      -2.0953447489370305        1.7490070077711195         -0.8644561578027288       1.2136551345567348        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6154.56151201544     All      3.0920836815942603         -0.7453491478004892        0.8536561793277331        -1.211883365741645        
Check         All|All|All                            All                  All      0.9967389326572302         1.0036578599706303         -0.010799978474995697     0.0017717688150897803     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5139.504325937916    All      -0.00032047668162382237    -0.00018058289711034062    -0.002786061162138024     -7.876110576528587e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6154.56151201544     All      -0.0007274845186306157     0.00015805739466847468     -0.0006461235259299084    0.0002596166092008772     
MWEBV         All|All|All                            All                  All      -0.49836982361535354       -2.9208125317465417        -0.017744882066383916     -0.7898611586235449       
Redshift      All|All|All                            All                  All      8.698703637890162          -0.5779871582483054        7.615067376529461         -2.681897904089228        
