#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_V
@MAGSYS  Linear_AB11_off
53921.46  16.819  0.03
53923.43  16.527  0.024
53925.41  16.236  0.024
53927.42  16.127  0.027
53929.42  16.084  0.022
53933.46  16.144  0.023
53936.43  16.375  0.013
53937.4  16.427  0.02
53938.39  16.588  0.016
53941.38  16.735  0.019
53943.47  16.858  0.016
53945.4  17.034  0.017
53946.44  17.087  0.024
53948.38  17.231  0.02
53950.42  17.356  0.032
53952.43  17.525  0.031
53954.35  17.729  0.052
53960.36  18.138  0.055
53961.38  18.161  0.032
53965.38  18.368  0.046
53969.37  18.474  0.039
