#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7318.0093407618       All      0.26162657483294005        -0.0409350858326718        0.07344095281170436        -0.09527695443987244       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4623.845923025172     All      -0.40172676465592777       0.43194688736551967        0.06873968005541731        0.27462247172281423        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5230.867709584607     All      0.18400725105540733        0.09305963847685561        0.3242492114932795         -0.015154876418232054      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4232.7161886956565    All      -0.40061951435969784       0.22905714072773975        -0.13378645910954506       0.1991361270975342         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4229.718438167874     All      -0.07775073173787306       0.04260712425931956        0.048340900481415004       0.04136174572089462        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6027.603458256735     All      0.5966381574901174         -0.040874502674626         0.5375833804035733         -0.18366896972294913       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5985.352024301026     All      0.5991888910746227         0.017173084677146733       -0.8044878595338506        -0.2254822941868448        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3459.07782434477      All      -0.16437749854998057       0.06813265642309219        0.04595021097837281        0.07778675370589898        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7343.567012918962     All      0.25248221796295245        -0.04593024201327012       0.33835835875657005        -0.08210337616500733       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5170.603414274195     All      0.14477208495984986        0.24279928883963464        -0.49633980118186866       0.009781319582367673       
Check         All|All|All                                All                   All      0.9942406680724103         0.9970359902487402         0.002048575155068011       0.00100194689660397        
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7318.0093407618       All      -7.200535871189676e-05     3.0255392996618534e-06     -0.0004330663784522304     5.114268457199689e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4623.845923025172     All      -0.0001151780288734275     -4.644324153378123e-05     -0.00045838696008253325    1.933476810533943e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5230.867709584607     All      4.8517122159157345e-05     3.090279029179062e-05      -6.699489918446787e-05     -8.72724203766737e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4232.7161886956565    All      -0.00027549314191869915    9.391303999700238e-05      -0.0004433999349425786     0.00010054084391810041     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4229.718438167874     All      -4.2728337139999364e-05    2.1610047625432652e-05     -5.981842889927461e-06     2.069018641352181e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6027.603458256735     All      -0.00012576316770785963    1.5191351591707797e-05     -0.00022205806646660324    3.6004092571219146e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5985.352024301026     All      -7.909492929599695e-05     -1.1045688928432462e-05    -0.0005207673216857447     -1.0735774278118988e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3459.07782434477      All      -0.0003726507692814879     0.00013791723661651985     0.00015210788010725336     0.0001730966727924109      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7343.567012918962     All      -0.00010914820276865857    2.7722644212481347e-05     -0.0002028469579749491     3.5531209686831235e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5170.603414274195     All      -3.7925712187913054e-05    5.842651501491463e-05      -0.0010319918241428747     -1.4667965050405918e-05    
MWEBV         All|All|All                                All                   All      -0.9284869445093618        -3.8694059096405553        0.07473435549430739        -0.954619009260089         
Redshift      All|All|All                                All                   All      8.496388677833984          -0.42864846562888914       15.399812933593909         -2.2199553001825763        
