#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4300.982930609473     All      -0.20061659021179176       0.11753936068519266        -0.05693840908814751       0.10109296053808087        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3525.7609692882525    All      -0.14556251648235          0.06669844328186514        -0.0074950105175997095     0.06880590987729772        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6100.735984085116     All      0.5106108785095528         -0.028735880681374226      -0.18901315693150567       -0.18411777253763625       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5238.082028818586     All      0.05237012830186745        0.03360798310403368        0.042680667846484166       -0.004206805766405683      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5324.51520158182      All      0.21144738837396299        0.09506358062747466        0.010297452989205258       -0.0374505070641587        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6246.247762578219     All      0.11784578740826589        -0.001896735184203635      0.08509283824262859        -0.03520677646684997       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8066.764108937592     All      0.025687629294132867       -0.003374660816657382      0.018188605868885155       -0.008654870067346249      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4712.98314500711      All      -0.29290518076960975       0.3369969706165321         0.023355564841887055       0.20622210546237146        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8066.759150361258     All      0.029730609627155694       -0.00408846422956799       0.020920800193735545       -0.010082385742730265      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5279.860283783254     All      0.06529404107444578        0.0341721311816201         0.12337944791299682        -0.004631571833467463      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4314.3133199105005    All      -0.3311539903234285        0.22736262266347396        -0.03510711232589392       0.18036056631864986        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5270.280875848689     All      0.21351055538723304        0.14307567201310434        -0.23657027486793103       -0.033500003593171096      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7486.6902028879285    All      0.1601336121568462         -0.024221570568361273      0.050038383128159225       -0.057817564897931495      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7459.08389945873      All      0.18003729575283023        -0.025028154412609638      0.06163556712345253        -0.0640460512930055        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4335.666728445961     All      -0.046828388189033274      0.04559730090658576        0.08714236316533785        0.03399485109096753        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6149.280917218207     All      0.42557342214503363        -0.022470796561968598      0.06773095998329204        -0.14292022058283102       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6242.739987805801     All      0.052228462690626136       -0.004439071303075082      -0.02157462789924569       -0.019421256682702892      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4243.7297845770345    All      -0.021688261557388833      0.008039740852794353       -0.03718095342799543       0.008024173221676811       
Check         All|All|All                                All                   All      1.0057148831883505         0.9938984721748589         0.006583106237745273       -0.0035552200191923122     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4300.982930609473     All      -0.00011138871480640745    4.796400873555627e-05      -0.00013914912984839552    4.5696838030206364e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3525.7609692882525    All      -0.00021972641087890528    7.01014425587318e-05       -7.329354530363207e-05     9.113571261597377e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6100.735984085116     All      -0.000126127256431628      -2.231290321318925e-05     -0.0003937009957366982     1.6246682997560615e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5238.082028818586     All      2.4259818902642802e-05     9.074605299344091e-06      -3.589783587279882e-05     -6.5482791914893e-06       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5324.51520158182      All      3.687364581692233e-05      2.101824874806787e-05      -0.00028004174065207567    -1.7661601152504504e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6246.247762578219     All      -4.40415446554396e-05      -2.9995586511553935e-07    -2.9228030790537744e-05    1.2943761749843775e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8066.764108937592     All      -1.4690610245627337e-06    1.650008173322397e-07      -1.5230546054498205e-06    4.643007690385498e-07      
