#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
54834.17  16.213  0.007
54837.22  16.0  0.005
54838.18  15.956  0.007
54839.09  15.919  0.006
54840.12  15.906  0.007
54841.09  15.9  0.008
54842.09  15.925  0.009
54844.14  15.976  0.007
54845.14  16.021  0.005
54848.11  16.2  0.011
54855.11  16.809  0.007
54856.1  16.921  0.01
54859.13  17.256  0.008
54866.09  17.91  0.015
54867.11  17.968  0.014
54870.08  18.228  0.018
54871.07  18.265  0.017
54872.12  18.353  0.028
54874.03  18.506  0.018
54878.03  18.79  0.022
54884.03  19.016  0.031
