#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
54834.17  16.565  0.007
54837.22  16.456  0.005
54838.18  16.467  0.008
54839.09  16.47  0.007
54840.12  16.512  0.007
54841.09  16.53  0.015
54842.09  16.569  0.009
54844.14  16.599  0.009
54845.14  16.616  0.005
54848.11  16.723  0.011
54855.11  17.171  0.006
54856.1  17.186  0.009
54859.13  17.163  0.007
54866.09  17.086  0.009
54867.11  17.054  0.008
54870.08  17.061  0.009
54871.07  17.057  0.009
54872.12  17.074  0.008
54874.03  17.122  0.007
54878.03  17.331  0.01
54884.03  17.728  0.01
