#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6570.273245116978    All      3.20483781662133          -1.5739968349157252       0.6771265612881757        -1.5264066164953016       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5486.65371203916     All      -2.2129190415021793       2.58341608276087          -0.6758662489508571       1.5321633381618183        
Check         All|All|All                            All                  All      0.9919187751191512        1.0094192478451447        0.0012603123373186031     0.00575672166651664       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6570.273245116978    All      -0.0001651442421833605    -7.300360492393049e-05    -0.0012292759708587401    -2.484370382678092e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5486.65371203916     All      -0.0012293292690822813    0.0012296544283004643     -0.00165929447081971      0.000726925197029461      
MWEBV         All|All|All                            All                  All      -0.5522564347697188       -3.2147450217772544       -0.005503807380574655     -0.8675057357064087       
Redshift      All|All|All                            All                  All      10.057261552159702        -4.747056606859168        13.70097510561214         -4.21084187933225         
