#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3859.540816637673    All      -0.7751748951768218        0.5096543088901839         -0.15929655981578916      0.41140246754796184       
Zeropoint     AB|DECam|DECam_i          6231.843306388053    All      0.9067727999958131         0.03997091128606911        -0.002248318858496295     -0.28244622423236415      
Zeropoint     AB|DECam|DECam_r          5129.616467317257    All      0.35774069996568203        0.4717550893269973         0.057417439536971385      0.03970051419474929       
Zeropoint     AB|DECam|DECam_z          7302.803810369783    All      0.507069572548942          -0.022946505010068563      0.10523917837518544       -0.16794733228716946      
Check         All|All|All               All                  All      0.9964081773336152         0.9984338044931818         0.001111739237871362      0.0007094252231775178     
Lambda        AB|DECam|DECam_g          3859.540816637673    All      -0.0009121128030936706     0.0004889625417256788      -0.0010613887412196264    0.00040901142907891224    
Lambda        AB|DECam|DECam_i          6231.843306388053    All      -0.0002167445345785983     -4.5832248168486125e-05    -0.0004872036695199617    3.393009240582326e-05     
Lambda        AB|DECam|DECam_r          5129.616467317257    All      -6.942862267277939e-05     -2.344520001122653e-05     -0.0011693893466383012    -3.720616215892326e-05    
Lambda        AB|DECam|DECam_z          7302.803810369783    All      -0.00012815782981675066    -3.221693496651744e-05     -0.0004801382529217533    9.824740781743648e-06     
MWEBV         All|All|All               All                  All      -0.4773254947423182        -3.0318540840791997        0.05900697345651371       -0.8294607928251918       
Redshift      All|All|All               All                  All      4.191018833521263          0.5132041598002957         -0.27945119904776844      -1.2104558592802972       
