#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4546.937822660904    All      1.4167941668521027        0.5429417270610415        0.16804421809921144       -0.27714344687670006       
Zeropoint     AB|MEGACAMPSF|r           3718.749761571287    All      -1.9089614566925455       0.2734743919745597        -0.01947377389381888      0.7100221308285511         
Zeropoint     AB|MEGACAMPSF|z           5239.22230483426     All      1.4918994594461745        0.18253327885791037       -0.15082675420996505      -0.43323434720359266       
Check         All|All|All               All                  All      0.9997321696057317        0.9989493978935116        -0.0022563100045724926    -0.0003556632517415781     
Lambda        AB|MEGACAMPSF|i           4546.937822660904    All      -0.0004944294116502771    -0.000273333701417184     -0.003230965685053696     -7.216501257956458e-05     
Lambda        AB|MEGACAMPSF|r           3718.749761571287    All      -0.002516626228403228     0.0002432372806667956     -0.0018240794926479005    0.000817578051653831       
Lambda        AB|MEGACAMPSF|z           5239.22230483426     All      0.00012506799554737772    2.0353356456100273e-05    3.4518943710132125e-05    -3.2568581043319006e-05    
MWEBV         All|All|All               All                  All      -0.15490273538900778      -1.9701405677013284       -0.004993930280228209     -0.5915055377070724        
Redshift      All|All|All               All                  All      8.127181756191375         1.1262139909963054        5.52888860020041          -2.033716621162089         
