#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
58608.42782  17.971  0.056
58608.42613  17.895  0.052
58611.79859  18.017  0.047
58616.17436  18.53  0.056
58616.17267  18.446  0.053
58619.77668  17.98  0.071
58619.77838  18.743  0.254
58620.12402  18.755  0.059
58620.12571  18.715  0.06
58623.76468  18.631  0.065
58623.76297  18.678  0.068
58628.18152  18.599  0.069
58628.18322  18.568  0.069
58635.16569  18.594  0.055
58635.16739  18.615  0.054
58639.37041  18.944  0.113
58639.3721  18.694  0.096
