#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4474.677255866272     All      2.512403644966397         0.7228340130970068         -0.08827642458130724      -0.5868610755820943        
Zeropoint     AB|MEGACAMPSF|z           5156.874179729037     All      0.6456313067990357        0.1239535118315871         0.23899306349161598       -0.15926245774237693       
Zeropoint     AB|MEGACAMPSF|r           3656.6674412933594    All      -2.158798079451079        0.15267813157642252        -0.1542389154809587       0.7460408728360294         
Check         All|All|All               All                   All      0.9992368723143538        0.9994656565050164         -0.0035222765706499626    -8.26604884418547e-05      
Lambda        AB|MEGACAMPSF|i           4474.677255866272     All      -0.000689264923531153     -0.00022559343948805154    -0.0013987023058869756    8.861539678716148e-05      
Lambda        AB|MEGACAMPSF|z           5156.874179729037     All      0.00011606402695777857    2.0710884420902165e-05     5.124828117452175e-05     -2.8772680135494113e-05    
Lambda        AB|MEGACAMPSF|r           3656.6674412933594    All      -0.0032175391022040605    2.6025231231020554e-06     -0.004443440383005038     0.000850615730571815       
MWEBV         All|All|All               All                   All      -0.23128757822392454      -1.9177986775982703        0.06572900959620487       -0.5464189658174807        
Redshift      All|All|All               All                   All      10.639199267795462        1.511916686344783          3.8716216341867393        -2.800283523637491         
