#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4474.677255866272     All      2.5855035358027787        0.730814289400783          0.11561960919871958       -0.5989737328800557        
Zeropoint     AB|MEGACAMPSF|z           5156.874179729037     All      0.6347265570426553        0.12106622789112009        0.1884348191978951        -0.15890708759655492       
Zeropoint     AB|MEGACAMPSF|r           3656.6674412933594    All      -2.218246933822316        0.14854449532961667        -0.2981284525724412       0.7576377300161264         
Check         All|All|All               All                   All      1.001983159023118         1.0004250126215197         0.0059259758241734795     -0.00024309046048420768    
Lambda        AB|MEGACAMPSF|i           4474.677255866272     All      -0.0005441095618223674    -0.00017170294989610996    -0.0009855898168267098    7.732273844332189e-05      
Lambda        AB|MEGACAMPSF|z           5156.874179729037     All      0.00010757145912308909    2.080658023278601e-05      3.885769491593769e-05     -2.6528135077139938e-05    
Lambda        AB|MEGACAMPSF|r           3656.6674412933594    All      -0.0033502654290510385    2.8226028374371148e-05     -0.004075158578304262     0.000918630205927598       
MWEBV         All|All|All               All                   All      -0.23271540135800017      -1.9178880091297756        0.0703459017761148        -0.5457769443740873        
Redshift      All|All|All               All                   All      10.673925892607626        1.3423924501189788         2.622230293363948         -2.9225693460253375        
