#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5500.245752613988    All      -2.0680823833786564       2.4029950505790154        -0.4737356643072066       1.435236367409637         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6586.549727144517    All      3.0617084993075996        -1.3965707865294164       0.4674437254193031        -1.4313483698549094       
Check         All|All|All                            All                  All      0.993626115928943         1.006424264049599         -0.00629193888790347      0.0038879975547274626     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5500.245752613988    All      -0.000547857679294785     0.0004673621968696347     -0.0007366206290504401    0.00029781851791026365    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6586.549727144517    All      -0.0006705898550121984    0.00025094388821382047    -0.0005318035641013918    0.0002764419071479245     
MWEBV         All|All|All                            All                  All      -0.5619722789726285       -3.219759602466077        -0.005211100686686176     -0.8659613173574998       
Redshift      All|All|All                            All                  All      10.405728984676145        -3.333861566167684        3.9381009468704598        -4.299697303297256        
