#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_R
@MAGSYS  Linear_AB11_off
52121.33  17.29  0.029
52122.31  17.056  0.028
52123.3  16.854  0.019
52124.29  16.769  0.028
52128.38  16.532  0.02
52129.34  16.482  0.021
52130.36  16.48  0.016
52132.31  16.469  0.015
52134.24  16.514  0.013
52136.32  16.601  0.022
52138.28  16.67  0.014
52140.31  16.831  0.015
52142.27  16.993  0.031
52145.32  17.18  0.023
52147.26  17.246  0.033
52151.22  17.328  0.04
52157.29  17.392  0.03
52161.24  17.595  0.029
