#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4088.4823883221575    All      1.1719502909453865        0.6794696583300563         -1.3606535196787968        -0.22113686150206038      
Zeropoint     AB|MEGACAMPSF|r           3344.081096984733     All      -1.4716566216947957       -0.0380534727685955        0.2898888903459163         0.4799081195125703        
Zeropoint     AB|MEGACAMPSF|z           4714.280649054098     All      1.2963029609152006        0.3570430856374429         1.071738880100441          -0.25812105820977116      
Check         All|All|All               All                   All      0.9965966301657916        0.9984592711989038         0.000974250767560525       0.000650199800738771      
Lambda        AB|MEGACAMPSF|i           4088.4823883221575    All      0.0005509007552455634     0.0003592640881199615      -0.00037392698509982106    -7.910901110237048e-05    
Lambda        AB|MEGACAMPSF|r           3344.081096984733     All      -0.0030858955038920188    -0.00013862620999436018    -0.0006302411660569824     0.0009318978026540234     
Lambda        AB|MEGACAMPSF|z           4714.280649054098     All      -0.0001673597540236608    -5.3361066030816726e-05    -0.0004338402290170849     1.7772826259773104e-05    
MWEBV         All|All|All               All                   All      -0.4372243202417312       -1.6879463126677763        0.17215671853322442        -0.39971873680358094      
Redshift      All|All|All               All                   All      0.7797393412299518        -0.6395297675224398        0.6750696676998982         -0.43217738250081617      
