#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4088.4823883221575    All      0.9771162507179822        0.6194362513134877         -2.1290646203821595       -0.2115185186960425       
Zeropoint     AB|MEGACAMPSF|r           3344.081096984733     All      -1.4427609354832012       -0.016085590412195927      0.9935935684411756        0.5090546136636633        
Zeropoint     AB|MEGACAMPSF|z           4714.280649054098     All      1.4828127569516534        0.3952145051634659         1.111572125758209         -0.3046621728206231       
Check         All|All|All               All                   All      1.0171680721864345        0.9985651660647576         -0.023898926182774893     -0.007126077853002233     
Lambda        AB|MEGACAMPSF|i           4088.4823883221575    All      0.0005722324643407215     0.0002684616512421705      0.0008209113454932117     -6.231464454917945e-05    
Lambda        AB|MEGACAMPSF|r           3344.081096984733     All      -0.0020770437337947244    3.595154885076789e-05      0.0025683711586828788     0.0008028866877475724     
Lambda        AB|MEGACAMPSF|z           4714.280649054098     All      -0.0004285162752196703    -0.00011133366908295159    -0.0006467842480153763    7.445379940019941e-05     
MWEBV         All|All|All               All                   All      -0.4496364435608611       -1.6926254670371677        0.1531304740585826        -0.3980489083160524       
Redshift      All|All|All               All                   All      0.15156903675186317       -0.5682688272981906        -6.973884868096669        -0.5456873260518885       
