#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5300.6763360518535    All      0.13216671974902222        0.20432915152399644        0.10782266557750185        0.028317308455730283       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6173.524693778028     All      0.7616563631395548         -0.07573278906400915       -0.01675553156410669       -0.2735129185758458        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6270.873834655886     All      0.5816178620693465         -0.03079147338818089       0.28153033123867716        -0.18691846256606795       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8098.562658614664     All      0.13659378046947737        -0.025369903477301392      0.06604117979177761        -0.049809785770457735      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7516.2067670024735    All      0.26527065939264494        -0.0704414523650776        -0.04359096759718406       -0.11129774407769928       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4352.760261302457     All      -0.4542924216857136        0.3630536823510333         0.17659096238916813        0.274116959571356          
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5345.507307581577     All      0.20626686765910962        0.225916228798706          -0.3478055213587632        -0.009120519637314075      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4317.939721258822     All      -0.6324791630982562        0.40600251283269273        -0.22242228515704357       0.32834196184509257        
Check         All|All|All                                All                   All      0.9968006676951857         0.9969659572118594         0.0014108333200271994      0.00011679924479396364     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5300.6763360518535    All      6.898238923325637e-06      -6.40073071579667e-07      -0.0005132697883385831     -2.5360349510518303e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6173.524693778028     All      -0.0001507294866080535     -5.639498120698404e-06     -0.00019276133875824607    3.86585293411972e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6270.873834655886     All      -0.00016624623728520342    1.8331627549039231e-06     -0.00015531436256431625    4.7818023572897725e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8098.562658614664     All      -1.4710028346895245e-05    2.657306807776946e-06      -5.009088834796481e-06     5.433579799447907e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7516.2067670024735    All      -7.161280210058459e-05     -4.108765085805433e-06     -0.00013882681964872163    1.5793082320164265e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4352.760261302457     All      -0.00016226293338854347    8.571126087091402e-05      -0.00012758003126324497    7.508004233758727e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5345.507307581577     All      5.7088313276132445e-05     -3.3419935178935206e-05    -0.0009300098061923779     -7.09835804245679e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4317.939721258822     All      -0.00038156486485585396    0.0001427865487333383      -0.0005962332656652101     0.00014419135380881385     
MWEBV         All|All|All                                All                   All      -0.8569031380297587        -4.031806239921476         0.005036809833261469       -1.0339456218060459        
Redshift      All|All|All                                All                   All      5.959525581612198          0.04362463915708048        4.082044358136086          -1.7448406727656267        
