#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4289.619650835419 All -0.11630269913105162 0.28329396460952516 0.329595271962819 0.14487010293142769
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_R 6312.569165212876 All 0.8384460285022988 -0.031308572425094994 -0.1740854613192947 -0.29107632219157564
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6310.246289495279 All 0.055802264988967024 0.0059965855938077794 -0.0030010580543616827 -0.01635727177479049
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_B 4415.433147492658 All -0.44107828762432977 0.5419964423865089 0.6067888856007579 0.34729798284630053
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5294.724392012051 All -0.012449772647469458 -0.011208180192223693 -0.09171982979988536 -0.0036886072401754177
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_I 7821.416633300546 All 0.615551498408113 0.14161284828833587 1.3212606938224454 -0.0954156140280463
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8153.9946219270005 All 0.07635468099076748 0.02975903764451271 0.1548935288641311 -0.008265547196048467
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_V 5340.058100075962 All -0.5836391567875853 -0.29011992050464475 -1.4214815102792928 0.032174680578070824
Check All|All|All All All 0.4326845566997101 0.670022205400727 0.7222505207973187 0.10953940392516273
