#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            5383.168453155571     All      1.1639020777904179         0.28621366463514875        -0.3483839654822346        -0.3014387675655815       
Zeropoint     AB|SDSS|SDSS_z            6400.138557132726     All      0.12854264130350035        0.0224198832563971         0.08863226988957813        -0.030612422499098065     
Zeropoint     AB|SDSS|SDSS_g            3397.1707921941097    All      -0.9159251621043693        0.1825382848988255         -0.1693854754030354        0.35024678725504205       
Zeropoint     AB|SDSS|SDSS_r            4439.086663773081     All      0.6172504538102054         0.5069876575145571         0.42743458877527096        -0.016841777730760964     
Check         All|All|All               All                   All      0.9937700107997541         0.9981594903049285         -0.0017025822204209118     0.0013538194596014914     
Lambda        AB|SDSS|SDSS_i            5383.168453155571     All      0.0002571247184646702      5.581684511977014e-05      -0.000566764917122276      -9.086471237480518e-05    
Lambda        AB|SDSS|SDSS_z            6400.138557132726     All      -3.3027425383587174e-05    -6.17005452102359e-06      -4.4682333715341104e-05    6.754361936013633e-06     
Lambda        AB|SDSS|SDSS_g            3397.1707921941097    All      -0.0012780559829604142     0.00025588264345891845     -0.00017070731992818798    0.0004920363920485899     
Lambda        AB|SDSS|SDSS_r            4439.086663773081     All      -0.0005451334470110455     -0.00019939065482966407    -0.0034626726893730027     -4.190337663280778e-05    
MWEBV         All|All|All               All                   All      -0.7013400212787286        -2.5759922549376313        -0.12271829984157674       -0.6161122608264492       
Redshift      All|All|All               All                   All      2.580395714217382          0.7309489032717664         0.845342811378934          -0.5647019041650494       
