#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4992.438073547982     All      0.8067547330557607        0.1942187975860321         -0.4081143710195967        -0.2177353759932943       
Zeropoint     AB|MEGACAMPSF|i           4333.662684571537     All      1.9768432545829269        0.7471563948442395         0.3369593854068431         -0.38551251594070024      
Zeropoint     AB|MEGACAMPSF|r           3544.8498664943304    All      -1.7826421027257395       0.058267413787049804       0.06765355265736517        0.6026638609859442        
Check         All|All|All               All                   All      1.0009558849129478        0.9996426062173214         -0.003501432955388406      -0.0005840309480503736    
Lambda        AB|MEGACAMPSF|z           4992.438073547982     All      -5.384460986055184e-07    -7.91912088848547e-06      -0.00012906270604553732    -8.16360440329595e-06     
Lambda        AB|MEGACAMPSF|i           4333.662684571537     All      -0.0008572815866326176    -0.00028390935988779474    -0.0023100410588943487     8.367967481312608e-05     
Lambda        AB|MEGACAMPSF|r           3544.8498664943304    All      -0.0017860153490795658    -2.1000360798284518e-05    -0.001449406607870547      0.000510243088926064      
MWEBV         All|All|All               All                   All      -0.33806120275237284      -1.8399619263220757        -0.015588858048842802      -0.4899141358704867       
Redshift      All|All|All               All                   All      8.12399460160504          1.6929766302176574         0.03239785223800862        -2.0933483601403178       
