#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4992.438073547982     All      0.9915377461551196        0.22013234108690938        -0.24221945165440523      -0.2620812605683595        
Zeropoint     AB|MEGACAMPSF|i           4333.662684571537     All      1.8761211757333385        0.7082394964925243         0.5725095572081356        -0.3548690129978175        
Zeropoint     AB|MEGACAMPSF|r           3544.8498664943304    All      -1.8681262454366014       0.07071175805570817        -0.3317443038004738       0.6167390989809918         
Check         All|All|All               All                   All      0.9995326764518564        0.9990835956351418         -0.0014541982467434766    -0.00021117458518515875    
Lambda        AB|MEGACAMPSF|z           4992.438073547982     All      7.292884745203948e-05     1.3865926329034007e-05     -3.633576648439794e-05    -2.0860234896211074e-05    
Lambda        AB|MEGACAMPSF|i           4333.662684571537     All      -0.0004858764096971402    -0.00016877029349440212    -0.002355683616020225     -1.8314459908901737e-06    
Lambda        AB|MEGACAMPSF|r           3544.8498664943304    All      -0.002482560318494487     1.2569187601512647e-05     -0.0016675602876975088    0.0007383302106454205      
MWEBV         All|All|All               All                   All      -0.31668030403622627      -1.839590630378396         -0.03278411975500655      -0.49752500024384544       
Redshift      All|All|All               All                   All      9.610222316724983         1.3170126114578906         1.0345422054731082        -2.6552043723509047        
