#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                3365.4711626500703    All      -0.7593864017338127        0.1522016387092151         -0.7469097518501888       0.26360306333535893        
Zeropoint     AB|PS|PS_r                4273.919908470277     All      -0.4027815204118541        0.33909447655808833        0.1286996952594155        0.2473966955115578         
Zeropoint     AB|PS|PS_i                5176.642640632147     All      1.5066434572871077         0.5563233003201162         1.4787040646266902        -0.24356276876649346       
Zeropoint     AB|PS|PS_z                5949.225530222533     All      0.6493996084097086         -0.04888054290823618       -0.8632496446771665       -0.26597568489860474       
Check         All|All|All               All                   All      0.9938751435511494         0.9987388726791835         -0.002755636641249559     0.0014613051818185285      
Lambda        AB|PS|PS_g                3365.4711626500703    All      -0.001087272766590577      0.0002131428486442409      -0.0010602584414731598    0.0003762736836328974      
Lambda        AB|PS|PS_r                4273.919908470277     All      -0.00010825176165009826    -5.6155077997000765e-05    -0.0008446347349014443    -2.0722565155830743e-05    
Lambda        AB|PS|PS_i                5176.642640632147     All      -0.00017671134231072495    2.6335769391911138e-05     -0.0026364928747578385    -5.151544369354652e-05     
Lambda        AB|PS|PS_z                5949.225530222533     All      -0.00016640490307003153    5.512862314914089e-06      0.00016408172343821878    6.332148582930997e-05      
MWEBV         All|All|All               All                   All      -0.4808073820392098        -2.4261342533595354        -0.20455359094566639      -0.6427852486253688        
Redshift      All|All|All               All                   All      1.6625060920628976         0.028001572005464936       -6.3795685925013945       -0.8171027417687701        
