#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                3365.4711626500703    All      -0.5884916298473546        0.13366598798949525       -0.513023531219446        0.21233661044292695        
Zeropoint     AB|PS|PS_r                4273.919908470277     All      -0.39533390348367436       0.40990276201284814       0.6486176438655585        0.29123689990426843        
Zeropoint     AB|PS|PS_i                5176.642640632147     All      1.2976635757183401         0.5403592085574616        0.7825103501558704        -0.21175910397052913       
Zeropoint     AB|PS|PS_z                5949.225530222533     All      0.6770085004747006         -0.0845275013073632       -0.922253460057712        -0.2892132657361467        
Check         All|All|All               All                   All      0.9908465428620116         0.9994004572524418        -0.004148997255729037     0.002601140640519639       
Lambda        AB|PS|PS_g                3365.4711626500703    All      -0.0010799649620541793     0.0002109100041986062     -0.0011841557712889555    0.0003676370115915956      
Lambda        AB|PS|PS_r                4273.919908470277     All      -0.00023846540759627432    4.200866139249189e-05     -0.0005336848540466872    6.754372768220524e-05      
Lambda        AB|PS|PS_i                5176.642640632147     All      0.00020577945578661367     0.00014063724716255048    -0.002191358003770543     -0.00011900920362886895    
Lambda        AB|PS|PS_z                5949.225530222533     All      -0.00019969055507517954    2.233954269540178e-05     0.00023691135728155972    8.28947731980961e-05       
MWEBV         All|All|All               All                   All      -0.46078352227582253       -2.4223577004939045       -0.15340882544871065      -0.6457951750177705        
Redshift      All|All|All               All                   All      1.614593633275902          -0.28234791419379235      -3.549405948545026        -0.776289955185786         
