#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|g           3057.9202979444544    All      -0.4089370575816439        0.054438073653173547       0.12942976615704227        0.1567123808463623        
Zeropoint     AB|MEGACAMPSF|i           4780.233463982902     All      1.7670977822917586         0.6155082178112892         0.38816656442996694        -0.3577885163366658       
Zeropoint     AB|MEGACAMPSF|z           5509.091727467462     All      0.5786373129459343         0.06719130881744917        0.09139007441831976        -0.1625164703365392       
Zeropoint     AB|MEGACAMPSF|r           3906.4584967315623    All      -0.9479639909655158        0.2623926914750996         -0.6008759006406835        0.36743865930059993       
Check         All|All|All               All                   All      0.9888340466905332         0.9995302917570115         0.008110504364645554       0.003846053473757216      
Lambda        AB|MEGACAMPSF|g           3057.9202979444544    All      -0.0012029581346052528     0.0001579656125321855      0.00033072331658418465     0.00045805630016595164    
Lambda        AB|MEGACAMPSF|i           4780.233463982902     All      -0.00023362728598536403    -0.00013188848244299368    -0.0014597237687456873     -3.200109210937747e-05    
Lambda        AB|MEGACAMPSF|z           5509.091727467462     All      -3.273239119469228e-05     -7.285032757077197e-06     -5.7454867197005356e-05    5.725094994014772e-06     
Lambda        AB|MEGACAMPSF|r           3906.4584967315623    All      -0.0010209926765322808     0.00021926345068284811     -0.001253975206624858      0.0003480330696767177     
MWEBV         All|All|All               All                   All      -0.42462671893346826       -2.0915306520638666        0.12883301835026215        -0.5372162246307532       
Redshift      All|All|All               All                   All      3.2558943866820584         0.1162682162702211         2.413454580878147          -0.9149781409874695       
