#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA1_FLWO
@BAND  CfA1_FLWO_B_thin
@MAGSYS  Linear_AB11_off
50024.5  13.4484  0.04
50029.5  13.355599999999999  0.04
50030.5  13.4328  0.06
50031.5  13.4136  0.04
50034.39999999991  13.5584  0.03
50034.5  13.5496  0.06
50036.5  13.627600000000001  0.06
50036.5  13.6288  0.06
50037.5  13.7172  0.04
50039.39999999991  13.8552  0.03
50041.5  14.034  0.03
50044.5  14.3184  0.04
50047.5  14.6604  0.04
50050.5  15.008000000000001  0.04
50054.299999999814  15.3752  0.03
50066.5  16.188399999999998  0.03
50070.39999999991  16.282  0.03
50078.39999999991  16.418  0.03
50086.5  16.542399999999997  0.03
50088.39999999991  16.5536  0.03
50103.299999999814  16.8096  0.03
50136.39999999991  17.264  0.04
50161.200000000186  17.785600000000002  0.07
