#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6772.306470203817     All      1.0066708470651895         0.15440141395703932        2.065930367188784         -0.18541920938217812      
Zeropoint     AB|DECam|DECam_r          4756.985904776437     All      0.12718018537953213        0.4173569699354118         0.1411588804963948        0.10081939777976737       
Zeropoint     AB|DECam|DECam_g          3579.1723183656936    All      -0.606502627295713         0.36658792691319775        0.07976839796601798       0.32052730447239586       
Zeropoint     AB|DECam|DECam_i          5779.143715352136     All      0.4674931077879669         0.0602907524550389         -2.283913908724089        -0.23455979180069322      
Check         All|All|All               All                   All      0.9948415129369755         0.9986370632606878         0.0029437369271079206     0.0013677010692918767     
Lambda        AB|DECam|DECam_z          6772.306470203817     All      -0.000673145770146719      -0.00011710866030123268    -0.0016499408808555928    0.00010749029614601632    
Lambda        AB|DECam|DECam_r          4756.985904776437     All      -0.00014134553946123065    -4.890290889101802e-06     -0.0009102765964592735    3.826499953488066e-06     
Lambda        AB|DECam|DECam_g          3579.1723183656936    All      -0.0010134173047552444     0.0005735944675503051      -0.0003786358034966994    0.0005000451684776879     
Lambda        AB|DECam|DECam_i          5779.143715352136     All      -9.104695777703827e-05     -2.6942506560659356e-05    0.00027735020319569567    3.325779448019193e-05     
MWEBV         All|All|All               All                   All      -0.4774628129031808        -2.6731526931229155        0.12249844189269332       -0.7097418871923243       
Redshift      All|All|All               All                   All      6.443864288157815          0.21969457780137702        9.959039371898992         -1.5829906568098622       
