#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|WFC3|WFC3_f160w        6053.449223366639     All      2.975115991679998          -0.594971624885865        0.4788641989431928         -1.141525479254282        
Zeropoint     AB|ACSWF|F850LP           3560.9006764464675    All      -0.002058355745483837      0.0016415240427392064     0.003006586783331061       0.001339342728840195      
Zeropoint     AB|WFC3|WFC3_f125w        4931.821512123414     All      -1.9736750005194634        1.595580316678813         -0.47749261308195945       1.141315579545944         
Check         All|All|All               All                   All      0.9993826354150506         1.0022502158356872        0.004378172644564415       0.0011294430205022188     
Lambda        AB|WFC3|WFC3_f160w        6053.449223366639     All      -0.00036429776680116084    3.810215211659109e-05     -0.00044316644459085387    0.00011129840912338924    
Lambda        AB|ACSWF|F850LP           3560.9006764464675    All      -7.066036881146529e-06     5.194557687863465e-06     8.165483822104271e-06      4.3580670529766385e-06    
Lambda        AB|WFC3|WFC3_f125w        4931.821512123414     All      -0.0009824880378519357     1.8157933762898372e-05    -0.0043470663484251985     0.00013195370745295822    
MWEBV         All|All|All               All                   All      -0.14241003007930075       -0.9510743642493935       -0.01836889935965012       -0.2642282975186856       
Redshift      All|All|All               All                   All      2.9690051521285565         0.016459539929591926      4.693689479562536          -0.7522834376217906       
