#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3761.037609494941    All      -3.0426170510341355       0.12142217170172387       -0.43465370994592073      1.0112350698609995       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4503.846256110678    All      4.03121476299203          0.8798835054516729        0.43562734932233377       -1.0070522184635822      
Check         All|All|All                            All                  All      0.9885977119578941        1.0013056771533968        0.000973639376413038      0.004182851397417364     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3761.037609494941    All      -0.0035802317501978536    4.059298864331316e-05     -0.0015108467211932186    0.0011119995889373603    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4503.846256110678    All      -0.0005226280259191679    -0.0003161123986257577    -0.0030823039048417902    -7.02801327915033e-05    
MWEBV         All|All|All                            All                  All      -0.21900417064538602      -1.8332296656458524       0.0023167509304638225     -0.525702964209444       
Redshift      All|All|All                            All                  All      11.848013631279695        1.8879197412601911        7.191374631353367         -2.9234122363270663      
