#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_R 3761.037609494941 All -3.9808144377997627 0.27382000920423266 0.11475058127079274 1.3909952041166431
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_I 4503.846256110678 All 3.423553071445267 0.8479247075787875 -1.018839392342168 -0.8844330164877384
Check All|All|All All All -0.5572613663544955 1.1217447167830201 -0.9040888110713752 0.5065621876289047
