#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3799.3958139898923    All      -1.1719444557898766        0.4660146981187552         -0.9446520180762024        0.4913817027466424        
Zeropoint     AB|SDSS|SDSS_r            4964.674524763815     All      0.9577102132142493         0.4628932675494468         1.786558354817292          -0.08145226418724219      
Zeropoint     AB|SDSS|SDSS_i            6020.535598009191     All      1.1365096207094378         0.06591278847327686        -0.880530315086658         -0.38802263368176976      
Zeropoint     AB|SDSS|SDSS_z            7157.914962297242     All      0.07565675362897842        0.0037136984444074983      0.041515541418361605       -0.0215815719903112       
Check         All|All|All               All                   All      0.9979321317627888         0.9985344525858864         0.002891563072793306       0.00032523288731927183    
Lambda        AB|SDSS|SDSS_g            3799.3958139898923    All      -0.0017670552883439243     0.0005079722232366342      -0.003545496745485008      0.0005828320708303298     
Lambda        AB|SDSS|SDSS_r            4964.674524763815     All      -0.00014677739629503613    -7.762633861926394e-05     -0.0007295838143728503     -1.003320029097991e-05    
Lambda        AB|SDSS|SDSS_i            6020.535598009191     All      -0.00024242963584772382    -1.3320463369920782e-05    0.00010979307969531816     7.952795582933604e-05     
Lambda        AB|SDSS|SDSS_z            7157.914962297242     All      -2.8289856622619375e-05    -1.0734627871197262e-06    -1.2295081569610738e-05    8.316601843799016e-06     
MWEBV         All|All|All               All                   All      -0.5490456931765948        -3.053248994341118         0.17019519466610467        -0.8081063711710967       
Redshift      All|All|All               All                   All      4.409702326215387          0.43026408543305195        4.577481215255369          -1.0919619916261727       
