#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|g           3498.9963584013426    All      -0.47556252353398065       0.1996973491241505         -0.0670041239630256        0.21696426960104126        
Zeropoint     AB|MEGACAMPSF|i           5472.263152818257     All      1.2278459767528234         0.2872217213608863         0.07177167621894294        -0.303189425325714         
Zeropoint     AB|MEGACAMPSF|z           6305.57278550345      All      0.8205730962400271         -0.02882026512374125       0.1168415841969536         -0.27146125873901816       
Zeropoint     AB|MEGACAMPSF|r           4471.0903875230515    All      -0.5812121222486896        0.5418551626444668         -0.12078190577301019       0.36043002078249314        
Check         All|All|All               All                   All      0.9916444272101804         0.9999539680057623         0.0008272306798607493      0.0027436063188022164      
Lambda        AB|MEGACAMPSF|g           3498.9963584013426    All      -0.0009827534328115826     0.00033879200362273794     -0.0005765257519436556     0.00040474312977786315     
Lambda        AB|MEGACAMPSF|i           5472.263152818257     All      8.760461394540344e-05      -6.503762784333225e-05     -0.0013491398421057149     -0.00010992651470919174    
Lambda        AB|MEGACAMPSF|z           6305.57278550345      All      -0.00027600764807403177    -2.19367677804824e-06      -0.00027188079372864716    7.705742754239703e-05      
Lambda        AB|MEGACAMPSF|r           4471.0903875230515    All      -0.00021365949905307642    -0.00016254058172816537    -0.0016377268292305743     -5.643311344614908e-05     
MWEBV         All|All|All               All                   All      -0.41200200590270697       -2.573599763089618         0.024169906155973003       -0.7030249120663006        
Redshift      All|All|All               All                   All      3.6780252680076044         0.22869842400154994        -0.3904049450006625        -1.140981212205585         
