#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5677.090191866199    All      3.5515963100062633        -0.34991865722453497      0.8227667715479194        -1.2341354786738545       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4740.781214530633    All      -2.5547441009948937       1.3526397225502862        -0.8239036232891123       1.235996425783248         
Check         All|All|All                            All                  All      0.9968522090113695        1.0027210653257512        -0.0011368517411928236    0.0018609471093935515     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5677.090191866199    All      -0.0010915542978151272    1.550363170856863e-05     -0.001009061583569117     0.00031557540474746803    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4740.781214530633    All      -0.0010716205631681173    -6.293852501195387e-05    -0.0033932782912495106    0.00017713449910585687    
MWEBV         All|All|All                            All                  All      -0.2965232518937033       -2.6370401984225467       -0.021383777624751847     -0.7633376299880895       
Redshift      All|All|All                            All                  All      3.531248468020605         1.645340476213164         6.646445059047068         -0.3177019604944602       
